section,row,n_section_id,n_row_id,valid
Loge Box 161,D,63,3,True
47RS,J,287,8,True
Infield Box IFB35,E,184,4,True
124LG,F,134,5,True
3TD,J,249,8,True
24RS,B,255,1,True
Preferred Loge Box 150,H,5,7,True
Preferred Reserve 48,S,132,16,True
Top Deck 8,L,52,10,True
49FD,H,215,8,True
Pavilion 312,A,141,0,True
13TD,P,237,14,True
35RS,J,153,8,True
148LG,L,36,10,True
Field Box MVP 8,D,169,3,True
6FD,E,167,4,True
Infield Reserve 27,M,193,11,True
Reserve VIP Front Row 4,A,108,0,True
Field Box FB51,K,180,10,True
146LG,O,40,13,True
11RS,U,199,18,True
305PL,X,101,22,True
111LG,G,20,6,True
Infield Box Value 34,W,159,20,True
Top Deck 7,M,201,11,True
9FD,J,170,8,True
Field Box MVP 23,E,221,4,True
47FD,S,213,16,True
Top Deck 7,M,201,11,True
3TD,L,249,10,True
Preferred Reserve 39,L,149,10,True
43FD,E,241,4,True
Field Box FB47,A,213,0,True
38,GG,,,False
7TD,G,201,6,True
21RS,AA,267,0,True
147LG,N,39,12,True
Reserve R17,AA,224,0,True
111LG,G,20,6,True
Reserve MVP 7,M,107,11,True
Preferred Field Box PFB39,N,196,12,True
48FD,A,216,1,True
7TD,O,201,13,True
INFIELD RESERVE 24,J,255,8,True
Infield Loge Box Value 148,J,36,8,True
151LG,C,6,2,True
Preferred Field Value 46,S,214,16,True
Preferred Field Box Value VIP 50,C,179,3,True
Loge 159,J,13,8,True
Infield Box Value 35,H,184,7,True
Preferred Reserve Value 58,BB,86,1,True
RESERVE VIP FRONT ROW 8,A,61,0,True
305PL,C,101,2,True
Preferred Reserve 39,E,149,4,True
Left Field Pavilion VIP 313,B,62,1,True
24 RS,H,255,7,True
Pavilion 303,D,67,3,True
Left Field Pavilion 305,B,101,1,True
164,L,277,10,True
43FD,P,241,14,True
122LG,H,181,7,True
Loge 134,K,72,9,True
Top Deck TD4,A,229,0,True
123LG,N,123,12,True
161LG,C,63,2,True
Upper Reserve 38,JJ,248,8,True
6FD,C,167,2,True
24RS,S,255,16,True
Preferred Reserve 39,M,149,11,True
Loge 161,E,63,4,True
Reserve MVP 8,H,61,7,True
39FD,C,196,2,True
31RS,L,157,10,True
11RS,A,199,0,True
LOGE BOX MVP 126,A-K,,,False
Preferred Reserve 23,T,197,17,True
45FD,L,211,10,True
Loge 125,K,129,9,True
123 LOGE,A,123,0,True
Preferred Reserve 44,C,189,2,True
31FD,J,242,8,True
Preferred Field Box PFB36,A,230,0,True
24RS,E,255,4,True
305PL,E,101,4,True
Loge Box VIP & MVP 126,K,130,9,True
51RS,C,81,2,True
Reserve MVP 5,B,109,1,True
15RS,H,222,7,True
Infield Loge Box 139,E,66,4,True
5TD,E,289,4,True
Top Deck TD4,L,229,10,True
Infield Reserve IFR7,E,107,4,True
40FD,S,208,16,True
312PR,B,141,1,True
Infield Box Value 36,O,230,13,True
Preferred Reserve 39,N,149,12,True
45RS,CC,131,4,True
Infield Reserve IFR5,D,109,3,True
Field Box FB52,F,177,6,True
Preferred Loge Box Value 162,L,279,10,True
159LG,E,13,4,True
