section,row,n_section_id,n_row_id,valid
BL 37,4,1,3,True
F71,G,119,6,True
BLEACHER 42,22,278,20,True
GS 8,1,115,0,True
Pavilion Box 8,B,85,1,True
16 GRANDSTAND,13,341,12,True
FBOX 34,H,42,7,True
16 GRANDSTAND,13,341,12,True
Bleachers 36,9,2,8,True
Loge Box 117,FF,312,5,True
Loge 159,BB,291,1,True
Roof 25,B,17,1,True
Right Field Box 2,D,63,2,True
Infield Grandstand GS13,7,343,6,True
Outfield Grandstand 6,1,113,0,True
Right Field Box 93,LL,126,7,True
Infield Grandstand GS30,6,179,5,True
Bleachers BL41,49,281,47,True
FIELD BOX 67,J,239,6,True
Field Box 16,C,272,2,True
GS19,9,336,8,True
GS 29,13,301,12,True
Outfield Grandstand GS1,12,107,11,True
GS 23,17,252,14,True
Infield Grandstand GS27,14,247,13,True
Loge 159,DD,291,3,True
FIELD BOX 75,A,123,0,True
Grandstands 27,15,247,14,True
Bleachers BL43,8,279,6,True
Grandstands 9,3,114,2,True
RFB 97,PP,130,12,True
GS 15,8,338,7,True
Field Box 27,M,160,9,True
Grandstands 24,3,243,2,True
GS21,16,297,15,True
BL 42,17,278,15,True
Loge 129,NN,204,12,True
GS 15,11,338,10,True
Grandstands 17,2,340,1,True
Infield Grandstand GS14,4,339,3,True
Grandstands 18,5,337,4,True
Loge 106,DD,362,3,True
Infield Grandstand GS13,10,343,9,True
Grandstands 12,8,344,7,True
Bleachers 38,16,6,15,True
GS 13,7,343,6,True
G10,16,345,15,True
Right Field Box 95,DD,131,2,True
Outfield Grandstand GS8,4,115,3,True
FBOX 43,J,56,8,True
GRANDSTAND 30,13,179,12,True
PAV BOX 3,B,324,1,True
Bleachers 42,16,278,14,True
Bleachers 41,16,281,14,True
LOGE 120,CC,209,2,True
RFB 93,MM,126,8,True
BLEACHER 41,20,281,18,True
Grandstands 18,8,337,7,True
GRANDSTAND 11,7,342,6,True
BLEACHER 37,15,1,14,True
Grandstands 29,14,301,13,True
Infield Grandstand GS30,14,179,13,True
FBOX 9,J,245,9,True
BLEACHERS 37,7,1,6,True
Loge Box 102,CC,361,2,True
Loge Box 155,KK,289,9,True
L38,22,,,False
LOGE 112,HH,315,7,True
Loge 161,DD,174,3,True
Bleachers 37,17,1,16,True
Infield Grandstand 23,14,252,13,True
GS 27,4,247,3,True
Loge Box 137,LL,106,10,True
Grandstands 15,12,338,11,True
GS 24,4,243,3,True
Grandstands 8,16,115,15,True
GS 27,4,247,3,True
R.F. BOX 93,PP,126,10,True
Outfield Grandstand GS7,1,112,0,True
Bleachers BL37,12,1,11,True
Loge Box 112,NN,315,12,True
Infield Grandstand GS12,11,344,10,True
LOGE BOX 161,FF,174,5,True
R.F. BOX 93,KK,126,6,True
FBOX 2,L,63,9,True
Bleachers 43,28,279,26,True
Field Box FB13,J,269,8,True
Loge Box 109,NN,50,12,True
FBOX 65,E,241,2,True
Loge Box 112,KK,315,9,True
RF BOX 95,WW,131,19,True
Infield Grandstand 29,6,301,5,True
Bleachers 41,13,281,11,True
Bleachers 42,16,278,14,True
Grandstands 16,1,341,0,True
RFB 95,HH,131,6,True
Grandstands 25,10,293,9,True
Outfield Grandstand GS10,05,345,4,True
Field Box 66,M,240,9,True
Right Field Box 94,QQ,132,13,True
GS 7,1,112,0,True
Bleachers 42,40,278,38,True
GS 9,3,114,2,True
Right Field Box 2,E,63,3,True
